BioSample,Assembly ,variants,Assembly Level,Host Source,Country,Continent,Year,MLST
SAMEA3721224,GCA_013018805.1,blaOXA-181,Contig,Unknown,Unknown,Unknown,Unknown,940
SAMEA3721245,GCA_013016935.1,blaOXA-244,Contig,Unknown,Unknown,Unknown,Unknown,38
SAMEA3721250,GCA_013017305.1,blaOXA-181,Contig,Unknown,Unknown,Unknown,Unknown,405
SAMEA3721259,GCA_013017205.1,blaOXA-181,Contig,Unknown,Unknown,Unknown,Unknown,410
SAMEA3727584,GCA_013016345.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,421
SAMEA3727634,GCA_013016955.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,410
SAMEA3727647,GCA_013016785.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,359
SAMEA3727649,GCA_013016845.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,1722
SAMEA3727655,GCA_013016705.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,6469
SAMEA3729667,GCA_013016095.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,3045
SAMEA3729671,GCA_013016005.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,106
SAMEA3729673,GCA_013016055.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,106
SAMEA3729691,GCA_013015965.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,191
SAMEA3729703,GCA_013015925.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,38
SAMEA3729719,GCA_013015685.1,blaOXA-181,Contig,Unknown,Unknown,Unknown,Unknown,410
SAMEA3729723,GCA_013015585.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,69
SAMEA3729736,GCA_013014825.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,59
SAMEA3729740,GCA_013014745.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,6482
SAMEA3729791,GCA_013015845.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,405
SAMEA3729803,GCA_013015735.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,405
SAMEA3729819,GCA_013014685.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,38
SAMEA3729847,GCA_013014725.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,10
SAMEA3729848,GCA_013014785.1,blaOXA-244,Contig,Unknown,Unknown,Unknown,Unknown,38
SAMEA3729875,GCA_013014705.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,Unknown,12
SAMEA4727894,GCA_900488855.1,blaOXA-48,Contig,Human,France,Europe,2012,410
SAMEA4727896,GCA_900488865.1,blaOXA-181,Contig,Human,France,Europe,2013,410
SAMEA4727897,GCA_900488875.1,blaOXA-181,Contig,Human,France,Europe,2013,410
SAMEA4727899,GCA_900488895.1,blaOXA-181,Contig,Human,France,Europe,2013,410
SAMEA4727901,GCA_900488915.1,blaOXA-181,Contig,Human,France,Europe,2013,410
SAMEA4727903,GCA_900488905.1,blaOXA-181,Contig,Human,France,Europe,2013,410
SAMEA4727905,GCA_900488955.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727907,GCA_900488985.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727911,GCA_900488935.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727913,GCA_900490465.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727914,GCA_900489065.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727918,GCA_900489045.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727920,GCA_900490445.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727921,GCA_900489155.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727923,GCA_900489125.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727925,GCA_900489145.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727927,GCA_900489225.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727929,GCA_900489195.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727930,GCA_900489095.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727932,GCA_900489215.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727934,GCA_900489105.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727936,GCA_900489185.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727937,GCA_900489325.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727939,GCA_900489315.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727941,GCA_900489425.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727943,GCA_900489285.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727945,GCA_900489305.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727947,GCA_900489295.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727949,GCA_900489415.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727951,GCA_900489455.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727952,GCA_900489365.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727954,GCA_900489405.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727955,GCA_900489475.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727957,GCA_900489385.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727959,GCA_900489535.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727960,GCA_900489335.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727962,GCA_900489355.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727964,GCA_900489445.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727965,GCA_900489345.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727967,GCA_900489585.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727969,GCA_900489635.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727970,GCA_900489605.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727972,GCA_900490435.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727974,GCA_900489645.1,blaOXA-181,Contig,Human,France,Europe,2015,410
SAMEA4727976,GCA_900489615.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727977,GCA_900489695.1,blaOXA-181,Contig,Human,France,Europe,2014,410
SAMEA4727979,GCA_900489435.1,blaOXA-48,Contig,Human,France,Europe,2011,410
SAMEA4727981,GCA_900489375.1,blaOXA-181,Contig,Human,Lebanon,Asia,2013,410
SAMEA4727982,GCA_900489395.1,blaOXA-181,Contig,Human,Lebanon,Asia,2014,410
SAMEA4727984,GCA_900489755.1,blaOXA-181,Contig,Human,Lebanon,Asia,2014,410
SAMEA4727985,GCA_900489775.1,blaOXA-181,Contig,Human,Lebanon,Asia,2014,410
SAMEA4732083,GCA_901733115.1,blaOXA-181,Complete Genome,Unknown,Unknown,Unknown,Unknown,410
SAMEA4786452,GCA_900497455.1,blaOXA-48,Complete Genome,Unknown,Unknown,Unknown,Unknown,448
SAMEA4786454,GCA_900497485.1,blaOXA-48,Complete Genome,Unknown,Unknown,Unknown,Unknown,393
SAMEA4916030,GCA_900607355.1,blaOXA-48,Contig,Human,Switzerland,Europe,2016,227
SAMEA4916035,GCA_900607445.1,blaOXA-48,Contig,Human,Switzerland,Europe,2016,Unknown
SAMEA4916055,GCA_900607705.1,blaOXA-48,Contig,Human,Switzerland,Europe,2013,38
SAMEA4916081,GCA_900607965.1,blaOXA-48,Contig,Human,Switzerland,Europe,2013,38
SAMEA4916101,GCA_900608165.1,blaOXA-48,Contig,Human,Switzerland,Europe,2016,744
SAMEA4916104,GCA_900608195.1,blaOXA-181,Contig,Human,Switzerland,Europe,2017,410
SAMEA5226465,GCA_929606315.1,blaOXA-48,Scaffold,Human,United Kingdom,Europe,2018,648
SAMEA5226466,GCA_929606205.1,blaOXA-181,Scaffold,Human,United Kingdom,Europe,2018,410
SAMEA5226471,GCA_929615225.1,blaOXA-181,Scaffold,Human,United Kingdom,Europe,2018,410
SAMEA5226476,GCA_929608915.1,blaOXA-181,Scaffold,Human,United Kingdom,Europe,2018,410
SAMEA5587316,GCA_021501195.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2015,131
SAMEA5587317,GCA_021501175.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2015,131
SAMEA5587318,GCA_021501255.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2016,131
SAMEA5587319,GCA_021501235.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2014,131
SAMEA5587320,GCA_021501135.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2014,131
SAMEA5587328,GCA_021500835.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2014,131
SAMEA5587335,GCA_021500795.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2015,131
SAMEA5587336,GCA_021500815.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2014,131
SAMEA5587349,GCA_021498975.1,blaOXA-181,Contig,Human,United Kingdom,Europe,2015,131
SAMEA5587351,GCA_021498935.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2015,131
SAMEA5611143,GCA_016676315.1,blaOXA-181,Contig,Human,Kenya,Africa,2016,410
SAMEA6378184,GCA_902709825.2,blaOXA-48,Contig,Human,France,Europe,Unknown,354
SAMEA6378229,GCA_902710205.2,blaOXA-244,Contig,Human,France,Europe,Unknown,2206
SAMEA6451106,GCA_929618255.1,blaOXA-232,Scaffold,Human,United Kingdom,Europe,2019,410
SAMEA6451108,GCA_929614515.1,blaOXA-232,Scaffold,Human,United Kingdom,Europe,2019,410
SAMEA6451116,GCA_929606745.1,blaOXA-181,Scaffold,Human,United Kingdom,Europe,2019,410
SAMEA6451159,GCA_929608695.1,blaOXA-48,Scaffold,Human,United Kingdom,Europe,2017,28
SAMEA6451161,GCA_929618375.1,blaOXA-181,Contig,Human,United Kingdom,Europe,2018,44
SAMEA6451166,GCA_929616985.1,blaOXA-48,Scaffold,Human,United Kingdom,Europe,2017,38
SAMEA6863341,GCA_903684325.1,blaOXA-48,Contig,Unknown,Ghana,Africa,2017,1196
SAMEA7048353,GCA_903981715.1,blaOXA-48,Contig,Human,France,Europe,Unknown,359
SAMEA7746148,GCA_916160325.1,blaOXA-48,Contig,Human,Netherlands,Europe,2011,648
SAMEA7746149,GCA_916160285.1,blaOXA-48,Contig,Human,Netherlands,Europe,2011,641
SAMEA7746154,GCA_916159995.1,blaOXA-48,Contig,Human,Netherlands,Europe,2012,131
SAMEA7746156,GCA_916160405.1,blaOXA-48,Contig,Human,Netherlands,Europe,2013,12
SAMEA7746206,GCA_916160005.1,blaOXA-48,Contig,Human,Netherlands,Europe,2016,648
SAMEA7758201,GCA_017040735.1,blaOXA-48,Contig,Human,France,Europe,2012,131
SAMEA8065684,GCA_905332355.1,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,127
SAMEA8065689,GCA_905330065.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,624
SAMEA8065712,GCA_905330215.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,10
SAMEA8065713,GCA_905330245.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,10
SAMEA8065719,GCA_905329835.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,362
SAMEA8065748,GCA_905330545.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,538
SAMEA8065752,GCA_905332395.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,58
SAMEA8065756,GCA_905330655.2,blaOXA-48,Contig,Human,Spain,Europe,2018,131
SAMEA8065773,GCA_905332365.1,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,127
SAMEA8065782,GCA_905330875.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,131
SAMEA8065784,GCA_905330895.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,131
SAMEA8065790,GCA_905330955.2,blaOXA-48,Complete Genome,Human,Spain,Europe,2018,68
SAMEA8065794,GCA_905330995.2,blaOXA-48,Contig,Human,Spain,Europe,2018,131
SAMEA8065809,GCA_905331155.2,blaOXA-48,Contig,Human,Spain,Europe,2018,131
SAMEA8065833,GCA_905332385.2,blaOXA-48,Contig,Human,Spain,Europe,2018,11106
SAMEA8217976,GCA_023385475.1,blaOXA-48,Contig,Human,Germany,Europe,2018,38
SAMEA8217977,GCA_021427965.1,blaOXA-244,Contig,Human,Germany,Europe,2018,38
SAMEA8217978,GCA_021427785.1,blaOXA-48,Contig,Human,Germany,Europe,2018,1652
SAMEA8217980,GCA_021422065.1,blaOXA-48,Contig,Human,Germany,Europe,2018,38
SAMEA8218112,GCA_018923565.1,blaOXA-48,Contig,Human,Germany,Europe,2019,349
SAMEA8227302,GCA_019003245.1,blaOXA-162,Contig,Animal,Romania,Europe,2016,4980
SAMEA8227309,GCA_019000985.1,blaOXA-162,Contig,Animal,Romania,Europe,2016,155
SAMEA8227316,GCA_019001425.1,blaOXA-162,Contig,Animal,Romania,Europe,2016,10
SAMEA8552751,GCA_916172575.1,blaOXA-48,Contig,Human,Netherlands,Europe,2016,354
SAMEA8581336,GCA_021094965.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581375,GCA_021095175.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581387,GCA_021095445.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581395,GCA_021095485.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581399,GCA_021038005.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581441,GCA_021034785.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581445,GCA_021096265.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581459,GCA_021096545.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581464,GCA_021033625.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581490,GCA_021096625.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581511,GCA_021096825.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581514,GCA_021033665.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581519,GCA_021031465.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581524,GCA_021031495.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581532,GCA_021096925.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581546,GCA_021031635.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581554,GCA_021031615.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581558,GCA_021038065.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581560,GCA_021096945.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581561,GCA_021035945.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581570,GCA_021035105.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581571,GCA_021035085.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581574,GCA_021038425.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581577,GCA_021096905.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,354
SAMEA8581593,GCA_021035185.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581597,GCA_021035165.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8581639,GCA_021097065.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMEA8999704,GCA_026680625.1,blaOXA-48,Contig,Human,France,Europe,2012,410
SAMEA8999705,GCA_026691015.1,blaOXA-48,Contig,Human,France,Europe,2012,1706
SAMEA8999707,GCA_026690995.1,blaOXA-204,Contig,Human,France,Europe,2012,90
SAMEA8999710,GCA_026690955.1,blaOXA-48,Contig,Human,France,Europe,2012,405
SAMEA8999711,GCA_026690915.1,blaOXA-48,Contig,Human,France,Europe,2012,38
SAMEA8999712,GCA_026690875.1,blaOXA-204,Contig,Human,France,Europe,2012,90
SAMEA8999713,GCA_026690835.1,blaOXA-204,Contig,Human,France,Europe,2012,90
SAMEA8999714,GCA_026690855.1,blaOXA-48,Contig,Human,France,Europe,2012,58
SAMEA8999715,GCA_026690815.1,blaOXA-204,Contig,Human,France,Europe,2012,90
SAMEA8999717,GCA_026690775.1,blaOXA-48,Contig,Human,France,Europe,2012,617
SAMEA8999718,GCA_026690735.1,blaOXA-48,Contig,Human,France,Europe,2012,405
SAMEA8999719,GCA_026690755.1,blaOXA-204,Contig,Human,France,Europe,2012,90
SAMEA8999723,GCA_026690715.1,blaOXA-48,Contig,Human,France,Europe,2012,38
SAMEA8999731,GCA_026690655.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999747,GCA_026690595.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999751,GCA_026690615.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999754,GCA_026690535.1,blaOXA-48,Contig,Human,France,Europe,2013,1193
SAMEA8999755,GCA_026690555.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999756,GCA_026690575.1,blaOXA-48,Contig,Human,France,Europe,2013,80
SAMEA8999757,GCA_026690475.1,blaOXA-48,Contig,Human,France,Europe,2013,349
SAMEA8999758,GCA_026676955.1,blaOXA-48,Contig,Human,France,Europe,2013,10
SAMEA8999759,GCA_026680615.1,blaOXA-181,Contig,Human,France,Europe,2013,410
SAMEA8999762,GCA_026690455.1,blaOXA-48,Contig,Human,France,Europe,2013,10
SAMEA8999763,GCA_026690435.1,blaOXA-48,Contig,Human,France,Europe,2013,167
SAMEA8999764,GCA_026676935.1,blaOXA-48,Contig,Human,France,Europe,2013,12
SAMEA8999765,GCA_026690395.1,blaOXA-48,Contig,Human,France,Europe,2013,58
SAMEA8999767,GCA_026690415.1,blaOXA-48,Contig,Human,France,Europe,2013,1722
SAMEA8999768,GCA_026690355.1,blaOXA-48,Contig,Human,France,Europe,2012,394
SAMEA8999769,GCA_026690315.1,blaOXA-48,Contig,Human,France,Europe,2012,973
SAMEA8999771,GCA_026690295.1,blaOXA-48,Contig,Human,France,Europe,2013,617
SAMEA8999772,GCA_026690275.1,blaOXA-48,Contig,Human,France,Europe,2013,10
SAMEA8999773,GCA_026690215.1,blaOXA-244,Contig,Human,France,Europe,2013,38
SAMEA8999774,GCA_026680595.1,blaOXA-48,Contig,Human,France,Europe,2013,69
SAMEA8999776,GCA_026690255.1,blaOXA-244,Contig,Human,France,Europe,2013,38
SAMEA8999784,GCA_026690195.1,blaOXA-244,Contig,Human,France,Europe,2013,38
SAMEA8999787,GCA_026690175.1,blaOXA-48,Contig,Human,France,Europe,2013,224
SAMEA8999789,GCA_026690155.1,blaOXA-48,Contig,Human,France,Europe,2013,10
SAMEA8999790,GCA_026680555.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999791,GCA_026690135.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999796,GCA_026690095.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999798,GCA_026680515.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999799,GCA_026690115.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999807,GCA_026690075.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999813,GCA_026690035.1,blaOXA-48,Contig,Human,France,Europe,2013,38
SAMEA8999814,GCA_026690055.1,blaOXA-48,Contig,Human,France,Europe,2014,359
SAMEA8999815,GCA_026690015.1,blaOXA-48,Contig,Human,France,Europe,2014,359
SAMEA8999816,GCA_026689975.1,blaOXA-48,Contig,Human,France,Europe,2014,648
SAMEA8999818,GCA_026689955.1,blaOXA-48,Contig,Human,France,Europe,2014,359
SAMEA8999819,GCA_026689935.1,blaOXA-48,Contig,Human,France,Europe,2014,641
SAMEA8999820,GCA_026689895.1,blaOXA-48,Contig,Human,France,Europe,2014,359
SAMEA8999822,GCA_026689875.1,blaOXA-48,Contig,Human,France,Europe,2014,131
SAMEA8999824,GCA_026689795.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999825,GCA_026689835.1,blaOXA-181,Contig,Human,France,Europe,2014,10
SAMEA8999826,GCA_026689815.1,blaOXA-48,Contig,Human,France,Europe,2014,156
SAMEA8999828,GCA_026689735.1,blaOXA-48,Contig,Human,France,Europe,2014,165
SAMEA8999829,GCA_026689755.1,blaOXA-48,Contig,Human,France,Europe,2014,127
SAMEA8999830,GCA_026689715.1,blaOXA-48,Contig,Human,France,Europe,2014,399
SAMEA8999831,GCA_026689695.1,blaOXA-48,Contig,Human,France,Europe,2014,44
SAMEA8999832,GCA_026676915.1,blaOXA-48,Contig,Human,France,Europe,2014,399
SAMEA8999833,GCA_026689675.1,blaOXA-204,Contig,Human,France,Europe,2014,617
SAMEA8999837,GCA_026689635.1,blaOXA-48,Contig,Human,France,Europe,2014,10
SAMEA8999838,GCA_026689275.1,blaOXA-48,Contig,Human,France,Europe,2014,1049
SAMEA8999840,GCA_026689295.1,blaOXA-204,Contig,Human,France,Europe,2014,90
SAMEA8999841,GCA_026689235.1,blaOXA-204,Contig,Human,France,Europe,2014,617
SAMEA8999842,GCA_026689215.1,blaOXA-181,Contig,Human,France,Europe,2014,1196
SAMEA8999843,GCA_026689255.1,blaOXA-48,Contig,Human,France,Europe,2014,167
SAMEA8999844,GCA_026689175.1,blaOXA-48,Contig,Human,France,Europe,2014,167
SAMEA8999845,GCA_026689155.1,blaOXA-48,Contig,Human,France,Europe,2014,1196
SAMEA8999847,GCA_026689115.1,blaOXA-48,Contig,Human,France,Europe,2014,636
SAMEA8999848,GCA_026689135.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999849,GCA_026689075.1,blaOXA-204,Contig,Human,France,Europe,2014,90
SAMEA8999850,GCA_026689095.1,blaOXA-48,Contig,Human,France,Europe,2014,2602
SAMEA8999851,GCA_026689055.1,blaOXA-48,Contig,Human,France,Europe,2012,38
SAMEA8999852,GCA_026676875.1,blaOXA-48,Contig,Human,France,Europe,2012,127
SAMEA8999853,GCA_026689035.1,blaOXA-48,Contig,Human,France,Europe,2012,131
SAMEA8999854,GCA_026689015.1,blaOXA-48,Contig,Human,France,Europe,2012,744
SAMEA8999855,GCA_026688995.1,blaOXA-48,Contig,Human,France,Europe,2012,167
SAMEA8999856,GCA_026688975.1,blaOXA-48,Contig,Human,France,Europe,2012,69
SAMEA8999857,GCA_026688935.1,blaOXA-48,Contig,Human,France,Europe,2014,10
SAMEA8999858,GCA_026688955.1,blaOXA-48,Contig,Human,France,Europe,2014,108
SAMEA8999860,GCA_026688895.1,blaOXA-48,Contig,Human,France,Europe,2014,10
SAMEA8999861,GCA_026688875.1,blaOXA-48,Contig,Human,France,Europe,2014,349
SAMEA8999862,GCA_026688855.1,blaOXA-181,Contig,Human,France,Europe,2014,940
SAMEA8999863,GCA_026688835.1,blaOXA-48,Contig,Human,France,Europe,2014,297
SAMEA8999864,GCA_026688795.1,blaOXA-48,Contig,Human,France,Europe,2014,940
SAMEA8999866,GCA_026688775.1,blaOXA-48,Contig,Human,France,Europe,2014,2541
SAMEA8999867,GCA_026688735.1,blaOXA-48,Contig,Human,France,Europe,2014,167
SAMEA8999869,GCA_026688685.1,blaOXA-48,Contig,Human,France,Europe,2014,10
SAMEA8999870,GCA_026688665.1,blaOXA-48,Contig,Human,France,Europe,2014,10
SAMEA8999871,GCA_026688645.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999872,GCA_026688625.1,blaOXA-48,Contig,Human,France,Europe,2014,10
SAMEA8999873,GCA_026688605.1,blaOXA-48,Contig,Human,France,Europe,2014,7937
SAMEA8999874,GCA_026688565.1,blaOXA-48,Contig,Human,France,Europe,2014,354
SAMEA8999875,GCA_026688585.1,blaOXA-48,Contig,Human,France,Europe,2014,167
SAMEA8999877,GCA_026688485.1,blaOXA-181,Contig,Human,France,Europe,2014,44
SAMEA8999879,GCA_026688445.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999880,GCA_026688465.1,blaOXA-48,Contig,Human,France,Europe,2014,10
SAMEA8999881,GCA_026688505.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999882,GCA_026688425.1,blaOXA-48,Contig,Human,France,Europe,2014,45
SAMEA8999883,GCA_026688405.1,blaOXA-48,Contig,Human,France,Europe,2014,540
SAMEA8999885,GCA_026688365.1,blaOXA-48,Contig,Human,France,Europe,2014,2144
SAMEA8999886,GCA_026688325.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999887,GCA_026688345.1,blaOXA-48,Contig,Human,France,Europe,2014,Unknown
SAMEA8999888,GCA_026688285.1,blaOXA-48,Contig,Human,France,Europe,2014,6756
SAMEA8999889,GCA_026688305.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999890,GCA_026688265.1,blaOXA-48,Contig,Human,France,Europe,2014,405
SAMEA8999891,GCA_026688225.1,blaOXA-48,Contig,Human,France,Europe,2014,Unknown
SAMEA8999892,GCA_026688245.1,blaOXA-48,Contig,Human,France,Europe,2014,Unknown
SAMEA8999893,GCA_026688185.1,blaOXA-48,Contig,Human,France,Europe,2012,38
SAMEA8999894,GCA_026688165.1,blaOXA-48,Contig,Human,France,Europe,2012,925
SAMEA8999895,GCA_026688205.1,blaOXA-48,Contig,Human,France,Europe,2014,38
SAMEA8999896,GCA_026688125.1,blaOXA-48,Contig,Human,France,Europe,2014,354
SAMEA8999897,GCA_026688105.1,blaOXA-48,Contig,Human,France,Europe,2014,2521
SAMEA8999898,GCA_026688145.1,blaOXA-48,Contig,Human,France,Europe,2014,69
SAMEA8999899,GCA_026688065.1,blaOXA-48,Contig,Human,France,Europe,2014,8184
SAMEA8999900,GCA_026688085.1,blaOXA-48,Contig,Human,France,Europe,2014,2301
